"#","Country","ISO","Name","SEZ Present","SEZ Name","SEZ VAT Treatment","SEZ CIT Rate","Local Licensing Fee","Land Ownership Rules"
"200","Algeria","DZ","Ghardaïa","No","No designated SEZ in Ghardaïa. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Saharan oasis. Estimated DZD 5,000–30,000/yr. Source: CNRC","Private freehold possible"
"201","Algeria","DZ","Guelma","No","No designated SEZ in Guelma. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"202","Algeria","DZ","Illizi","No","No designated SEZ in Illizi. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Deep Saharan; strategic area. Estimated DZD 5,000–20,000/yr. Source: CNRC","Private freehold possible; significant strategic sensitivity"
"203","Algeria","DZ","Jijel","Yes","Bellara Integrated Metallurgical Complex / Jijel Industrial Zone — government industrial development zone. Source: Algerian Ministry of Industry; AAPI 2024","Partial customs relief under investment law for qualifying industrial projects. Source: Loi n°16-09 (Investment Law)","Temporary CIT exemption for qualifying investment projects (duration varies). Source: Loi n°16-09; AAPI 2024","Patente via CNRC. Coastal. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"204","Algeria","DZ","Khenchela","No","No designated SEZ in Khenchela. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–40,000/yr. Source: CNRC","Private freehold possible"
"205","Algeria","DZ","Laghouat","No","No designated SEZ in Laghouat. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–40,000/yr. Source: CNRC","Private freehold possible"
"206","Algeria","DZ","Mascara","No","No designated SEZ in Mascara. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"207","Algeria","DZ","Médéa","No","No designated SEZ in Médéa. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"208","Algeria","DZ","Mila","No","No designated SEZ in Mila. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"209","Algeria","DZ","Mostaganem","No","No designated SEZ in Mostaganem. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Coastal. Estimated DZD 10,000–60,000/yr. Source: CNRC","Private freehold possible"
"210","Algeria","DZ","M'Sila","No","No designated SEZ in M'Sila. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"211","Algeria","DZ","Naâma","No","No designated SEZ in Naâma. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Border/desert region. Estimated DZD 5,000–25,000/yr. Source: CNRC","Private freehold possible"
"212","Algeria","DZ","Oran","No","No designated SEZ in Oran. Source: AAPI; US State Dept Algeria 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Second largest city; mid-to-high. Estimated DZD 25,000–150,000/yr. Source: CNRC; US State Dept 2024","Private freehold possible; foreign purchase requires approval"
"213","Algeria","DZ","Ouargla","No","No designated SEZ in Ouargla. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Oil/gas region. Estimated DZD 10,000–60,000/yr. Source: CNRC","Private freehold possible"
"214","Algeria","DZ","Oum El Bouaghi","No","No designated SEZ in Oum El Bouaghi. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"215","Algeria","DZ","Relizane","No","No designated SEZ in Relizane. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"216","Algeria","DZ","Saïda","No","No designated SEZ in Saïda. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–40,000/yr. Source: CNRC","Private freehold possible"
"217","Algeria","DZ","Sétif","No","No designated SEZ in Sétif. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Important commercial city. Estimated DZD 15,000–80,000/yr. Source: CNRC","Private freehold possible; foreign purchase requires approval"
"218","Algeria","DZ","Sidi Bel Abbès","No","No designated SEZ in Sidi Bel Abbès. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–60,000/yr. Source: CNRC","Private freehold possible"
"219","Algeria","DZ","Skikda","No","No designated SEZ in Skikda. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Industrial port. Estimated DZD 15,000–70,000/yr. Source: CNRC","Private freehold possible"
"220","Algeria","DZ","Souk Ahras","No","No designated SEZ in Souk Ahras. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Border region. Estimated DZD 10,000–40,000/yr. Source: CNRC","Private freehold possible"
"221","Algeria","DZ","Tamanrasset","No","No designated SEZ in Tamanrasset. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Deep Saharan border. Estimated DZD 5,000–20,000/yr. Source: CNRC","Private freehold possible; significant strategic sensitivity"
"222","Algeria","DZ","Tébessa","No","No designated SEZ in Tébessa. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Border region. Estimated DZD 10,000–40,000/yr. Source: CNRC","Private freehold possible"
"223","Algeria","DZ","Tiaret","No","No designated SEZ in Tiaret. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–50,000/yr. Source: CNRC","Private freehold possible"
"224","Algeria","DZ","Tindouf","No","No designated SEZ in Tindouf. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Deep Saharan — minimal commercial infrastructure. Estimated DZD 5,000–20,000/yr. Source: CNRC","Private freehold possible; highest strategic sensitivity in Algeria"
"225","Algeria","DZ","Tipaza","No","No designated SEZ in Tipaza. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Coastal tourist area. Estimated DZD 15,000–70,000/yr. Source: CNRC","Private freehold possible"
"226","Algeria","DZ","Tissemsilt","No","No designated SEZ in Tissemsilt. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Estimated DZD 10,000–40,000/yr. Source: CNRC","Private freehold possible"
"227","Algeria","DZ","Tizi Ouzou","No","No designated SEZ in Tizi Ouzou. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Kabylie commercial region. Estimated DZD 15,000–70,000/yr. Source: CNRC","Private freehold possible"
"228","Algeria","DZ","Tlemcen","No","No designated SEZ in Tlemcen. Source: AAPI 2024","NA","N/A. Standard 19% IBS. Source: Direction Générale des Impôts Algeria","Patente via CNRC. Western commercial hub. Estimated DZD 15,000–70,000/yr. Source: CNRC","Private freehold possible; foreign purchase requires approval"
"229","Angola","AO","Bengo","Yes","Luanda-Bengo SEZ (primarily in Bengo Province) — established under Presidential Decree 1/12. Angola's main SEZ. Source: SEZ Angola; AIPEX; US State Dept Angola 2024","Customs duty and VAT exemptions within zone for qualifying activities. Source: Presidential Decree 1/12; AIPEX","0% CIT for qualifying investors for first 8 yrs; reduced rates thereafter. Source: Presidential Decree 1/12; AIPEX; Angola Investment Law 10/18","Annual operating licence via INAPEM (National Institute for SMEs) + Balcão Único (one-stop-shop). Bengo lower activity; estimated USD 200–1,000/yr. Source: Lei das Actividades Económicas; INAPEM; World Bank IFC Angola 2023","State ownership — leasehold only"
"230","Angola","AO","Benguela","No","No SEZ in Benguela Province as of 2024. Standard investment regime via AIPEX. Source: AIPEX 2024","NA","N/A. Standard 25% CIT (IPU — Imposto Industrial) applies. Source: AIPEX; PwC Angola 2024","Annual operating licence via Balcão Único. Port city; estimated USD 300–1,500/yr. Source: Lei das Actividades Económicas; INAPEM","State ownership — leasehold only"
"231","Angola","AO","Bié","No","No SEZ in Bié Province as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Interior province; smaller economy. Estimated USD 100–500/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"232","Angola","AO","Cabinda","No","No SEZ in Cabinda as of 2024. AIPEX investment promotion applies. Source: AIPEX; US State Dept 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Exclave; oil presence inflates regulatory complexity. Estimated USD 300–1,500/yr. Source: Lei das Actividades Económicas; US State Dept 2024","State ownership — leasehold only"
"233","Angola","AO","Cuando Cubango","No","No SEZ in Cuando Cubango as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Remote province. Estimated USD 100–400/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"234","Angola","AO","Cuanza Norte","No","No SEZ in Cuanza Norte as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Interior; smaller economy. Estimated USD 100–500/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"235","Angola","AO","Cuanza Sul","No","No SEZ in Cuanza Sul as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Estimated USD 100–500/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"236","Angola","AO","Cunene","No","No SEZ in Cunene as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Border province; smaller economy. Estimated USD 100–400/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"237","Angola","AO","Huambo","No","No SEZ in Huambo as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Second city; mid-range. Estimated USD 200–800/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"238","Angola","AO","Huíla","No","No SEZ in Huíla as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Lubango provincial capital; mid-range. Estimated USD 200–800/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"239","Angola","AO","Luanda","Yes","Luanda-Bengo SEZ administrative area extends into Luanda; Luanda industrial zones. Source: AIPEX; Presidential Decree 1/12","Customs duty and VAT exemptions in SEZ area. Source: Presidential Decree 1/12","0% CIT for qualifying investors in SEZ. Source: Presidential Decree 1/12; AIPEX","Annual operating licence via Balcão Único + municipal licence. Luanda highest in country; among highest in sub-Saharan Africa. Estimated USD 500–5,000+/yr for general commercial. Source: Lei das Actividades Económicas; INAPEM; World Bank IFC Angola 2023; US State Dept 2024","State ownership — leasehold only; most active real estate market"
"240","Angola","AO","Lunda Norte","No","No SEZ in Lunda Norte as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Diamond mining region; inflated by sector complexity. Estimated USD 200–1,000/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"241","Angola","AO","Lunda Sul","No","No SEZ in Lunda Sul as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Mining region. Estimated USD 200–800/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"242","Angola","AO","Malanje","No","No SEZ in Malanje as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Interior; smaller economy. Estimated USD 100–500/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"243","Angola","AO","Moxico","No","No SEZ in Moxico as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Remote interior. Estimated USD 100–400/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"244","Angola","AO","Namibe","No","No SEZ in Namibe as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Coastal province. Estimated USD 200–700/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"245","Angola","AO","Uíge","No","No SEZ in Uíge as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. Interior; smaller economy. Estimated USD 100–500/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
"246","Angola","AO","Zaire","No","No SEZ in Zaire Province as of 2024. Source: AIPEX 2024","NA","N/A. Standard 25% CIT applies. Source: AIPEX; PwC Angola 2024","Annual operating licence. DRC border province. Estimated USD 100–500/yr. Source: Lei das Actividades Económicas","State ownership — leasehold only"
